status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,category
550551258323885_1605753496136984,"E o sucesso continuar todas as sextas no Pagode da Diretoria.
Festival de pizza liberado para a galera das 22h até meia noite!
É só chegar cedo a aproveitar mais essa molezinha. 🍕😍🤤",,photo,https://www.facebook.com/Armazemdomoreira/photos/a.558617040850640.1073741828.550551258323885/1605753429470324/?type=3,2018-01-30 15:17:16,727,10,7,701,12,12,1,1,0,0,2
389296111138369_1931253696942595,"Se você nos permite, estamos chegando com o Pirarucu Defumado. 😌",,photo,https://www.facebook.com/RemansoDoPeixe/photos/a.519572961444016.1073741825.389296111138369/1931253673609264/?type=3,2018-05-24 10:35:22,72,7,3,52,8,11,0,0,1,0,N/A
473765826091943_1238731662928685,Sabe o que tem hoje?! Mignon em promoção! A sugestão é escolher um acompanhamento saboroso: mousseline de mandioquinha. Sai apenas por 28 pedindo pelo app Santé Delivery na aba promoções! 📱🍅,Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1238731662928685/?type=3,2018-05-09 07:03:36,0,0,0,0,0,0,0,0,0,0,4
1549061578692287_2034019570196483,Um brinde a melhor hamburgueria de Belém!🍻,Timeline Photos,photo,https://www.facebook.com/HellsBarNBurgers/photos/a.1549898511941927.1073741828.1549061578692287/2034019570196483/?type=3,2018-05-02 17:00:24,13,1,0,11,2,0,0,0,0,0,N/A
550551258323885_1635268009852199,Domingão é dia de curtir o som dos meninos do Vive Positiva aqui no Armazém com a entrada liberada até meia noite.,,photo,https://www.facebook.com/Armazemdomoreira/photos/a.558617040850640.1073741828.550551258323885/1635267056518961/?type=3,2018-03-02 13:57:35,310,5,5,304,4,2,0,0,0,0,2
1491715331132829_1824790084492017,"É isso aí Hamburgueiros, em breve teremos Malino’s Ananindeua hein!!!
Pra você que mora nas proximidades , mande seu currículo para malinosburger@gmail.com",Timeline Photos,photo,https://www.facebook.com/malinosburger/photos/a.1491719347799094.1073741827.1491715331132829/1824790084492017/?type=3,2018-05-10 11:53:21,69,25,18,61,8,0,0,0,0,0,N/A
473765826091943_1253625584772626,Já conhece o nosso sanduíche de filé no pão ciabatta integral?,Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1253625584772626/?type=3,2018-06-02 16:01:16,3,0,0,3,0,0,0,0,0,0,2
473765826091943_1166889160112936,"Que tal uma margherita essa noite?! ❤️ Hoje a nossa sai por R$24 na nossa promoção pedindo pelo app com o cupom ""promopizzasaudavel"" você ganha esse super desconto! 🍕📱Baixe o aplicativo do Santé na Google Play ou Apple Store.",Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1166889160112936/?type=3,2018-01-16 15:52:10,1,0,0,1,0,0,0,0,0,0,4
145954288799317_1715366971858033,"Sabe o que deixa sua quarta-feira melhor ainda? O Open Bar Night do Studio Pub! Cerveja à vontade das 18h às 23:30h, por apenas R$33,90!",Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1715366971858033/?type=3,2018-01-31 12:19:51,22,8,0,21,1,0,0,0,0,0,N/A
339885999423004_1658326340912290,"Dia 27 de abril vai acontecer uma super Festa no Villa Aurora, PAGODE PRA SE APAIXONAR, com Vavá & Marcio (ex Karametade) + I love Pagode + Nosso Tom, uma super estrutura, com o melhor do pagode, Vem se Apaixonar ! #VillaAurora #Abril #PagodePraSeApaixonar
Reservas:. 98869-5863 / 99321-2025
Vendas : App Sympla & ELLUS BOULEVARD (2 Piso)",Timeline Photos,photo,https://www.facebook.com/ovillaeovilla/photos/a.340740792670858.75079.339885999423004/1658326340912290/?type=3,2018-04-16 15:50:04,2,0,0,2,0,0,0,0,0,0,1
330942283968047_535988403463433,Sexta feira + chopp gelado + rock com cover do The Strokes ❤️🍺,,video,https://www.facebook.com/heisenbergpubbelem/videos/535988403463433/,2018-04-27 16:22:08,9,0,0,7,1,0,1,0,0,0,2
550551258323885_1706787369366929,Domingão tem Grupo Avéra aqui no Armazém #estaçãobrahma,,photo,https://www.facebook.com/Armazemdomoreira/photos/a.558617040850640.1073741828.550551258323885/1706787316033601/?type=3,2018-05-15 10:54:23,84,1,2,82,2,0,0,0,0,0,1
